date,Sirta_GHI,Sat_GHI,Clearsky_GHI,Arpege_GHI,SZA,Kc_Sat_mean,Kc_Sat_std,Kc_obs,Wreg
2017-07-01 10:56:00,125.22533333333313,152.47091429233615,915.1397561083304,104.37892116666666,28.1799723385504,0.1602271515495923,0.03000465409754577,0.136837387401744,2
2017-07-01 11:11:00,136.28533333333309,164.55481417802662,927.1491607171744,85.58999741666666,27.085771866308733,0.1938525261927624,0.01855206003588037,0.1469939672144154,2
2017-07-01 11:26:00,316.58733333333305,185.9307807177404,936.1339118955214,66.80107366666667,26.281141452543217,0.2774943241051265,0.034857161908526675,0.3381859468078604,2
2017-07-01 11:41:00,187.41533333333308,205.6829182270897,942.0479785137056,83.50440408474577,25.79451220610229,0.20949583455007906,0.0481942645285677,0.19894457353331757,2
2017-07-01 11:56:00,143.33266666666643,227.2758079555097,944.8610628712787,113.11400874576272,25.64477536348062,0.1716258100100926,0.036196566183235225,0.1516970825648184,2
2017-07-01 12:11:00,182.93266666666645,249.195360394908,944.5587195294604,142.72361340677963,25.838029935414273,0.20365615401949205,0.0481285599736148,0.19366997824952148,2
2017-07-01 12:26:00,254.83733333333302,262.8693540509764,941.142412564192,172.3332180677966,26.36644942843925,0.20230175889268207,0.022646042186212363,0.2707744650876112,2
2017-07-01 12:41:00,229.73666666666642,273.09776711767483,934.6295101265897,202.0252756557377,27.209729920794864,0.2321552378790719,0.03113095401943295,0.24580506412166467,2
2017-07-01 12:56:00,293.0113333333332,294.9867515629144,925.0532167025721,231.7379464754098,28.33853237024438,0.2681514620780945,0.04307284911278345,0.31675078583889055,2
2017-07-01 13:11:00,274.63599999999974,317.62342380046965,912.4624437191319,261.450617295082,29.71867610134408,0.2451497954981668,0.03806340539465335,0.30098334664668824,2
2017-07-01 13:26:00,268.3026666666665,344.67922064939086,896.9216192209673,291.16328811475415,31.314904705605606,0.22184656773294725,0.028865692997383636,0.29913725003050345,2
2017-07-01 13:41:00,284.8473333333332,346.9182431324308,878.5104396389293,292.1023545,33.093581543373176,0.22186126149430568,0.03517685332846153,0.3242389850829848,2
2017-07-01 13:56:00,288.72333333333336,363.3149149007145,857.3235655199662,282.578292,35.02422758936121,0.232670575988536,0.0263274703776099,0.33677288825978186,2
2017-07-01 14:11:00,246.7933333333333,353.38249534840014,833.470264171077,273.0542295,37.080134453309995,0.2799755286197273,0.035181286571766945,0.2961033451850621,2
2017-07-01 14:26:00,323.9546666666667,358.6346665017535,807.0740054078935,263.530167,39.238374048974364,0.3759381004742214,0.09970451347283474,0.4013940041383698,2
